idx,Arab,Gender,Age,Religion,Religiosity,pop_w,Area,FamilyStatus,Profession,Bornplace,Immigration1990,ImmigrationYear,FamilyNumber,Income,Education,VoteTend,Vote19,Vote19Other,VoteSure,c_Likud,c_Lavan,c_Avoda,c_NYamin,c_Meretz,c_UYamin,c_Liberman,c_Kahlon,c_Gesher,c_Gimel,c_Shas,c_Hadash,c_Balad,c_Zehut,c_Other,c_Other_txt,Friends,g_Likud,g_Lavan,g_Avoda,g_NYamin,g_Meretz,g_UYamin,g_Liberman,g_Kahlon,g_Gesher,g_Gimel,g_Shas,g_Hadash,g_Balad,g_Zehut,g_Other,g_Other_txt,VoteSecurity,VoteEconomic,VoteSocial,VoteClean,VoteDecent,VoteReligious,VoteTradition,Transp,Vote15,TwoStateCon,TwoStateFor,TwoStateAgainst,TwoStateComb
602,0,Woman,45,Jewish,Religious,0.778403312,South,Married,SoldierKeva,Israel,,,6,LikeAvg,Tertiary,1,Float,"",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,"",1,2,3,4,5,6,7,3,No,2,,3,3
603,0,Man,33,Jewish,Religious,0.778403312,Haifa,Married,Full,Israel,,,4,SlightAboveAvg,AcademicFirst,1,NYamin,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"",1,2,3,5,6,4,7,5,Bait,1,5,,5
604,0,Man,59,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,4,SlightAboveAvg,Tertiary,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,"",1,2,3,5,6,4,7,4,Lapid,2,,3,3
605,0,Man,33,Jewish,Secular,0.871188986,South,Married,Independent,Israel,,,3,Decline,AcademicHigh,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",3,5,4,2,1,6,7,5,Lapid,2,,1,1
606,0,Woman,45,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,4,WellAboveAvg,HighSchool,1,Float,"",,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,"",2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"",3,1,2,4,5,6,7,5,Kahlon,2,,5,5
607,0,Woman,68,Jewish,Secular,0.871188986,TelAviv,Widowed,Full,Abroad,Other,,1,,Tertiary,1,Lavan,"",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,של הזקנים,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",3,2,4,1,5,7,6,5,Lapid,1,1,,1
608,0,Woman,63,Jewish,Secular,0.871188986,TelAviv,Married,Partial,Israel,,,2,LikeAvg,Tertiary,1,Lavan,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,4,5,7,6,5,Lapid,1,1,,1
609,0,Woman,59,Jewish,Religious,0.778403312,Sharon,Married,Retiree,Israel,,,2,LikeAvg,AcademicHigh,1,UYamin,"",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,5,2,3,6,4,7,3,Bait,2,,5,5
610,0,Woman,62,Jewish,Secular,0.871188986,South,Married,Partial,Israel,,,2,WellAboveAvg,AcademicFirst,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",1,2,3,5,4,6,7,4,Avoda,1,1,,1
611,0,Man,20,Jewish,Religious,0.778403312,Haifa,Single,Soldier,Israel,,,4,SlightBelowAvg,Matriculation,2,Other,הפיראטים,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,הפיראטים,1,2,7,5,4,6,3,2,Couldnt,1,4,,4
612,0,Man,18,Jewish,Secular,0.871188986,South,Single,Student,Israel,,,5,Decline,HighSchool,1,Lavan,"",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",1,5,6,3,4,2,7,4,Couldnt,2,,2,2
613,0,Man,18,Jewish,Religious,0.778403312,Jerusalem,Single,Student,Israel,,,7,Decline,HighSchool,1,Float,"",,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,"",1,5,4,3,6,2,7,4,Couldnt,2,,3,3
614,0,Woman,20,Jewish,Traditional,1.062425593,Haifa,Married,Decline,Israel,,,5,WellBelowAvg,Matriculation,2,Liberman,"",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,"",4,2,3,1,5,6,7,3,Couldnt,2,,4,4
615,0,Woman,50,Jewish,Secular,0.871188986,TelAviv,Married,Partial,Israel,,,5,SlightAboveAvg,Matriculation,2,Lavan,"",3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,4,,,,4,Lapid,2,,2,2
616,0,Man,35,Jewish,Secular,0.871188986,Sharon,Married,Full,Israel,,,3,WellAboveAvg,AcademicHigh,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",5,4,3,2,1,6,7,3,Lapid,2,,4,4
617,0,Woman,63,Jewish,Traditional,1.062425593,South,Married,Partial,Israel,,,3,SlightAboveAvg,AcademicFirst,1,Likud,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"",3,2,1,6,4,7,5,3,Liberman,2,,5,5
618,0,Man,42,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,4,SlightAboveAvg,AcademicFirst,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",4,2,5,6,1,3,7,4,Avoda,2,,2,2
619,0,Woman,67,Jewish,Secular,0.871188986,Haifa,Married,Retiree,Abroad,Before1990,,2,SlightBelowAvg,AcademicHigh,1,Avoda,"",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"",5,4,3,2,1,,,4,Meretz,1,1,,1
620,0,Man,38,Jewish,Secular,0.871188986,Haifa,Divorced,Full,Israel,,,2,WellBelowAvg,Tertiary,6,,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",3,2,5,1,4,7,6,5,Likud,1,3,,3
621,0,Woman,34,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,4,SlightAboveAvg,AcademicHigh,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,7,6,5,4,4,Lapid,2,,1,1
622,0,Man,34,Jewish,Religious,0.778403312,Haifa,Married,Partial,Israel,,,4,WellBelowAvg,AcademicFirst,1,Gimel,"",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"",3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",3,4,2,,,1,,3,Yachad,1,4,,4
623,0,Woman,56,Jewish,Traditional,1.062425593,Haifa,Single,Full,Abroad,Before1990,,2,SlightAboveAvg,AcademicHigh,2,Float,"",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",5,3,1,2,4,6,7,4,Lapid,2,,3,3
624,0,Woman,62,Jewish,Traditional,1.062425593,Sharon,Divorced,Partial,Israel,,,2,WellBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"",1,2,3,,,4,,1,Likud,1,1,,1
625,0,Man,31,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,3,LikeAvg,Tertiary,3,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,"",5,3,1,4,6,2,7,2,Lapid,2,,4,4
626,0,Woman,43,Jewish,Secular,0.871188986,Haifa,Married,Full,Abroad,SovietUnion,2001,4,SlightBelowAvg,AcademicFirst,2,Lavan,"",2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"",2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"",1,2,4,6,3,5,7,3,Liberman,1,4,,4
627,0,Woman,29,Jewish,Secular,0.871188986,Haifa,Married,Full,Abroad,SovietUnion,1992,2,LikeAvg,AcademicHigh,1,Float,"",,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"",2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,"",1,2,3,5,6,4,7,3,Liberman,1,2,,2
628,0,Man,56,Jewish,Secular,0.871188986,TelAviv,Married,Decline,Israel,,,3,Decline,AcademicHigh,1,Lavan,"",1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,"",3,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,"",1,4,2,5,3,6,7,4,Lapid,1,1,,1
629,0,Man,22,Jewish,Religious,0.778403312,Jerusalem,Single,SoldierKeva,Israel,,,5,WellAboveAvg,Tertiary,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"",1,3,2,4,7,5,6,3,Kahlon,1,5,,5
630,0,Woman,65,Jewish,Secular,0.871188986,TelAviv,Married,Retiree,Israel,,,2,SlightAboveAvg,Tertiary,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,5,4,2,1,6,7,4,Avoda,1,1,,1
631,0,Man,42,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,2,WellAboveAvg,Tertiary,1,Meretz,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,6,2,1,3,4,7,5,Meretz,1,1,,1
632,0,Man,36,Jewish,Secular,0.871188986,Sharon,Married,Full,Israel,,,4,LikeAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"",1,2,6,4,5,3,7,4,Likud,1,5,,5
633,0,Man,30,Jewish,Traditional,1.062425593,South,Married,Full,Israel,,,3,SlightBelowAvg,AcademicFirst,2,Zehut,"",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,"",2,1,3,4,6,5,7,3,Bait,2,,5,5
634,0,Woman,59,Jewish,Secular,0.871188986,Haifa,Divorced,Full,Israel,,,3,WellBelowAvg,Tertiary,3,Float,"",,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",4,1,2,3,5,6,7,3,No,2,,4,4
635,0,Man,43,Jewish,TradRelig,1.369131627,South,Married,Independent,Israel,,,4,SlightBelowAvg,Matriculation,3,Float,"",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,עצמה יהודית,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"",1,2,3,6,5,4,7,2,Likud,1,2,,2
636,0,Woman,23,Jewish,UltraOrth,1.633642713,TelAviv,Single,Full,Israel,,,4,LikeAvg,AcademicFirst,1,Gimel,"",2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"",2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"",1,3,5,2,6,4,7,3,Gimel,2,,5,5
637,0,Woman,29,Jewish,TradRelig,1.369131627,Jerusalem,Single,Full,Israel,,,2,SlightBelowAvg,AcademicFirst,1,Float,"",,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"",1,6,5,4,2,3,7,3,Likud,1,3,,3
638,0,Woman,60,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,4,LikeAvg,HighSchool,1,Zehut,"",2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"",1,2,3,4,,,,4,Avoda,2,,4,4
639,0,Woman,62,Jewish,UltraOrth,1.633642713,South,Married,Full,Abroad,SovietUnion,1972,3,SlightAboveAvg,AcademicHigh,2,UYamin,"",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"",2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"",1,4,5,6,3,2,7,2,Yachad,2,,3,3
640,0,Man,55,Jewish,Secular,0.871188986,TelAviv,Single,Partial,Israel,,,1,,Tertiary,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,2,5,4,6,7,5,Avoda,2,,1,1
641,0,Man,36,Jewish,Secular,0.871188986,Jerusalem,Married,Full,Israel,,,3,LikeAvg,Matriculation,2,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",3,2,1,6,5,4,7,4,Lapid,2,,2,2
642,0,Man,22,Jewish,Religious,0.778403312,Haifa,Single,Student,Israel,,,4,SlightAboveAvg,Matriculation,2,UYamin,"",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,5,2,4,3,6,7,3,Bait,1,3,,3
643,0,Woman,28,Jewish,Secular,0.871188986,TelAviv,Married,Partial,Israel,,,3,Decline,AcademicFirst,2,Float,"",,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"",2,4,3,1,5,6,7,3,No,1,2,,2
644,0,Man,38,Jewish,UltraOrth,1.633642713,Haifa,Married,Full,Israel,,,11,Decline,Tertiary,1,Zehut,"",2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"",3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"",4,2,3,1,6,5,7,5,Shas,2,,4,4
645,0,Man,50,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,5,SlightBelowAvg,AcademicFirst,2,Kahlon,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"",5,1,3,2,4,6,7,2,Kahlon,2,,1,1
646,0,Woman,22,Jewish,Religious,0.778403312,South,Single,Student,Israel,,,6,Decline,Matriculation,2,Float,"",,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,5,3,4,6,7,4,Bait,2,,5,5
647,0,Man,39,Jewish,Secular,0.871188986,Haifa,Married,Full,Abroad,SovietUnion,1990,5,SlightBelowAvg,Tertiary,1,Kahlon,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,כולנו,2,1,3,5,6,7,4,3,Lapid,1,4,,4
648,0,Man,21,Jewish,Secular,0.871188986,TelAviv,Single,Soldier,Israel,,,3,WellBelowAvg,Matriculation,1,Avoda,"",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,4,1,2,6,5,7,4,Couldnt,2,,1,1
649,0,Woman,53,Jewish,Traditional,1.062425593,Sharon,Married,Full,Israel,,,5,LikeAvg,Matriculation,1,Likud,"",3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"",2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"",2,1,6,3,7,5,4,4,Likud,1,1,,1
650,0,Man,56,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,2,SlightBelowAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"",1,3,,4,5,2,6,3,Likud,2,,5,5
651,0,Woman,44,Jewish,Traditional,1.062425593,Haifa,Divorced,Full,Israel,,,4,SlightBelowAvg,AcademicFirst,1,Lavan,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,"",3,1,2,4,6,5,7,4,Avoda,1,1,,1
652,0,Man,24,Jewish,Secular,0.871188986,Haifa,Single,Decline,Israel,,,2,Decline,Decline,2,Zehut,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"",1,3,4,5,6,2,7,4,Other,1,3,,3
653,0,Woman,52,Jewish,Religious,0.778403312,Jerusalem,Married,Full,Abroad,Other,,5,SlightBelowAvg,AcademicHigh,1,Zehut,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,6,4,2,3,5,7,5,Likud,2,,4,4
654,0,Man,27,Jewish,Religious,0.778403312,TelAviv,Married,Student,Abroad,Other,,3,SlightBelowAvg,Tertiary,2,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"",1,2,4,5,6,3,7,4,Likud,2,,5,5
655,0,Man,21,Jewish,Secular,0.871188986,Jerusalem,Single,Soldier,Israel,,,9,LikeAvg,Tertiary,1,Zehut,"",1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",3,4,5,2,1,6,7,4,Couldnt,2,,5,5
656,0,Woman,37,Jewish,UltraOrth,1.633642713,South,Married,Full,Israel,,,7,LikeAvg,Tertiary,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",5,4,3,6,7,1,2,1,Gimel,2,,3,3
657,0,Woman,31,Jewish,TradRelig,1.369131627,Haifa,Married,Full,Israel,,,5,SlightAboveAvg,AcademicFirst,2,NYamin,"",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"",3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",1,3,2,4,6,5,7,4,Lapid,2,,5,5
658,0,Man,53,Jewish,Secular,0.871188986,South,Married,Independent,Israel,,,5,SlightAboveAvg,AcademicFirst,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,1,2,5,4,6,7,3,Avoda,2,,2,2
659,0,Woman,51,Jewish,Secular,0.871188986,Haifa,CommonLaw,Full,Israel,,,2,SlightAboveAvg,HighSchool,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,"",1,2,3,4,5,6,7,2,Lapid,1,2,,2
660,0,Woman,53,Jewish,Religious,0.778403312,South,Married,Full,Abroad,Other,,2,WellAboveAvg,AcademicHigh,1,UYamin,"",3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,"",1,3,2,6,5,4,7,4,Likud,2,,5,5
661,0,Woman,62,Jewish,Secular,0.871188986,Sharon,Married,Full,Israel,,,2,SlightAboveAvg,Matriculation,1,Likud,"",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"",1,2,3,4,5,6,7,3,Likud,1,2,,2
662,0,Woman,20,Jewish,Traditional,1.062425593,Haifa,Single,Soldier,Israel,,,5,WellBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,"",1,2,3,6,5,4,7,3,Couldnt,2,,5,5
663,0,Woman,55,Jewish,Traditional,1.062425593,South,Divorced,Independent,Israel,,,5,SlightBelowAvg,Tertiary,3,Float,"",,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,1,3,5,4,7,6,2,Kahlon,1,3,,3
664,0,Woman,38,Jewish,Traditional,1.062425593,Jerusalem,Married,Partial,Israel,,,5,WellBelowAvg,HighSchool,1,Kahlon,"",2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",3,1,2,5,6,4,7,2,Kahlon,1,3,,3
665,0,Man,44,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,4,WellAboveAvg,Tertiary,1,Likud,"",1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,זץ,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"",1,2,3,7,6,4,5,1,Likud,2,,5,5
666,0,Man,36,Jewish,Secular,0.871188986,TelAviv,Married,Full,Abroad,SovietUnion,1996,3,SlightAboveAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,3,4,,,,3,Likud,2,,2,2
667,0,Woman,68,Jewish,Traditional,1.062425593,Sharon,Married,Retiree,Abroad,Before1990,,2,WellBelowAvg,AcademicFirst,1,Float,"",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"",2,3,4,1,6,5,7,5,Avoda,1,2,,2
668,0,Man,41,Jewish,Secular,0.871188986,South,CommonLaw,Independent,Abroad,SovietUnion,1990,5,LikeAvg,Tertiary,1,Other,סמיון גלפנד,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,סמיון גלפנד,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,גלפנד,5,4,3,1,2,6,7,5,Other,2,,3,3
669,0,Man,22,Jewish,Religious,0.778403312,Haifa,Single,Soldier,Israel,,,5,WellBelowAvg,Tertiary,1,UYamin,"",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",1,4,3,6,5,2,7,2,Bait,1,3,,3
670,0,Man,57,Jewish,Secular,0.871188986,Sharon,Divorced,Full,Israel,,,1,,Matriculation,4,No,"",,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",2,3,1,4,5,,,4,No,1,1,,1
671,0,Woman,51,Jewish,Traditional,1.062425593,TelAviv,Divorced,Full,Israel,,,3,SlightAboveAvg,Matriculation,1,Float,"",,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"",2,3,4,1,5,6,7,4,Kahlon,1,3,,3
672,0,Woman,44,Jewish,UltraOrth,1.633642713,South,Married,Full,Abroad,Other,,7,WellBelowAvg,Tertiary,1,Gimel,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,"",2,3,1,,,,,5,Gimel,1,5,,5
673,0,Woman,40,Jewish,UltraOrth,1.633642713,Haifa,Married,Independent,Israel,,,8,SlightAboveAvg,AcademicFirst,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,"",1,,2,,,3,4,3,Gimel,1,4,,4
674,0,Man,31,Jewish,Traditional,1.062425593,Jerusalem,Married,Independent,Israel,,,2,Decline,AcademicFirst,2,Lavan,"",3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"",2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"",4,3,2,1,5,6,7,3,Bait,2,,5,5
675,0,Man,29,Jewish,Religious,0.778403312,South,Single,Full,Israel,,,5,WellBelowAvg,Matriculation,2,Likud,"",2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"",2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"",2,4,3,1,5,6,7,3,Kahlon,1,4,,4
676,0,Woman,30,Jewish,UltraOrth,1.633642713,Haifa,Married,Full,Israel,,,5,LikeAvg,Tertiary,1,Shas,"",2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"",2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"",1,2,4,5,6,3,7,4,Shas,2,,5,5
677,0,Woman,30,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,2,SlightAboveAvg,AcademicFirst,1,Lavan,"",3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",5,1,2,4,3,6,7,3,Avoda,2,,3,3
678,0,Man,21,Jewish,Secular,0.871188986,Jerusalem,Single,Soldier,Israel,,,5,WellAboveAvg,Matriculation,1,Avoda,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",3,1,2,4,5,6,7,5,Couldnt,2,,1,1
679,0,Man,43,Jewish,TradRelig,1.369131627,TelAviv,Single,Partial,Israel,,,1,,Tertiary,6,,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,לא אצביע.,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,"",1,7,6,3,4,2,5,3,No,2,,1,1
680,0,Woman,50,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,4,WellAboveAvg,AcademicHigh,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",1,3,4,2,5,6,7,4,Avoda,1,1,,1
681,0,Woman,35,Jewish,Religious,0.778403312,Haifa,Married,Full,Israel,,,5,LikeAvg,AcademicFirst,4,Likud,"",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,3,2,7,4,5,6,1,Bait,2,,5,5
682,0,Man,28,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,5,WellBelowAvg,Tertiary,1,NYamin,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,2,3,5,4,6,7,3,Likud,2,,5,5
683,0,Woman,65,Jewish,Traditional,1.062425593,TelAviv,Widowed,Partial,Israel,,,2,SlightBelowAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,צדק חברתי,3,5,4,1,2,6,7,5,Kahlon,1,1,,1
